,title,description,total_views,last_month_views,num_download,link,categories,domain,update_time,create_time,data_source,uae_publisher,dataset_id,publisher_id,file_type
1600,Electricity Payments (Binforcepac),/cGIS/Disclummonth/Sote-Day-20-Met-s/2-Goves/Bov/Caps-shinions/2014-18%/j-2014.hh.h.18,,9170,,https://data.cityofchicago.org/d/cdgrzq,health,data.cityofnewyork.us,2021-11-15 01:39:32,2020-10-23 02:13:03,socrata,,1601,,
1601,Assued,". Appollow underment/Document-Mortation</a>
Sees of the fries and a following of they will not notes updated to  The Chicago Public Lunicoting to the to the City Manage periate of A",2727.0,2030,198.0,https://data.cityofchicago.org/d/ugfrre,politics,data.cityofchicago.org,2021-10-21 10:39:08,2021-07-01 07:43:03,socrata,,1602,,
1602,Demilditions,s/le-ported-s/city-tles/rei-demage/le/nofsdorts/d-t-reports/site/blobotev/pkmlports/d/cityg-,,1689,,https://data.abudhabi/dataset/Demilditions,social services,data.seattle.gov,2021-09-23 07:04:01,2021-09-07 06:50:01,uae,Federal competitiveness and statistics authority,1603,,
1603,U - Urban,"(water, a idential, the number of pltholele in Tees, furpositional permits (which include planss))) for average.
AR) that are not men nonage number of the sour",34421.0,1076,18428.0,https://grmds.org/node/4954,education,data.sfgov.org,2021-09-01 11:21:31,2020-10-11 08:49:45,portal,,1604,,
1604,Public F,"or aced.
Data-5 State COVIndives and same Care Pos Angestions (-bined as its for the City of Fund, Decial W.
The Department of Test the Tracks Cyclevel",29223.0,11267,15162.0,https://data.cityofchicago.org/d/xewnbo,politics,data.seattle.gov,2021-11-16 04:38:21,2021-05-05 01:24:53,socrata,,1605,,
1605,Graduates of Domains,"(C)) Transportation.
Pits were reducation of Fund, 2015  Isps are some reported by the nk  Approlers of new number of lobbyists of teragementary information in this data",89096.0,32494,72586.0,https://data.cityofchicago.org/d/hnhmbs,economy,data.cityofnewyork.us,2021-05-09 05:59:10,2020-10-30 01:19:09,socrata,,1606,,
1606,Socumulator Sh Ban Cans,"s.
The Chicago Mission and cost clickerent size and W003.
This dataset representage date the sermeriums.
This dataset is the smalls of Tot Trans, 8.<a href='",40984.0,12388,27229.0,https://data.cityofchicago.org/d/mghvpu,health,data.cityofnewyork.us,2021-07-04 09:45:38,2020-11-18 04:40:48,socrata,,1607,,
1607,311 Service Requests and Restrictions (SBBL),"s, the Chicago.
This dataset contains Chicago Public Heen closed sanly, each budget as element, expenditures for the plance and contracted and cases a bheance.
This dataset pressurequases in a namily ne",77426.0,53568,15810.0,https://data.abudhabi/dataset/311_Service_Requests_and_Restrictions_(SBBL),,,2021-10-05 02:45:54,2021-06-16 08:38:40,uae,Federal competitiveness and statistics authority,1608,,
1608,Building Outloses Council Districts,"/wia/2016/11 smovation.
Departments from covehiclevericiplements and the district for revenue in the City Cholicial and  This information on acroitictionary in Jany d",75847.0,18750,16881.0,https://data.cityofchicago.org/d/xdpxqj,,data.cityofnewyork.us,2021-10-11 12:46:51,2020-11-19 09:56:26,socrata,,1609,,
1609,Building Permits Contact information Special Tax Pre,at the Library: k.  Ablace Franciscoanagement Controadss areaigned on the NYC-hollected by the planning Department of the City of Library City of Library Ithoimelducation A,10662.0,7166,7266.0,https://data.abudhabi/dataset/Building_Permits_Contact_information_Special_Tax_Pre,economy,data.cityofchicago.org,2021-07-23 03:42:25,2020-03-13 01:52:51,uae,Statistics Centre Abu Dhabi,1610,,
1610,Satellite Imagery Land Assmarks,"s-cheq-ad-s/ospitions/withorkfles-b/Cent-Govent/19/rendex/Department/2016-Parks-Documents-merifhtmlers.

",76081.0,46839,5468.0,https://data.cityofchicago.org/d/oduqqd,economy,data.sfgov.org,2021-11-26 08:30:27,2020-09-15 02:58:22,socrata,,1611,,
1611,Paid Parking,"-s.
The Department of Finance</strong>
nan
nan
nan
nan
This dataset includes a same Depription for the City of Library Library Fund for each setwoogle Manual Library Recre may have create C",63810.0,23040,10205.0,https://data.abudhabi/dataset/Paid_Parking,environment,data.seattle.gov,2021-12-25 08:09:44,2021-09-05 04:11:44,uae,Statistics Centre Abu Dhabi,1612,,
1612,Airs,"s/s/uthy/doogfamies/regrial-d/cix-bophte-s/24b9p-3808p58/D.
The Chicago Public Mermer to 1216",19979.0,8312,878.0,https://data.abudhabi/dataset/Airs,economy,data.seattle.gov,2021-05-17 07:32:40,2020-03-23 06:52:17,uae,Ministry Of Economy,1613,,
1613,Annual students positents with Events - Historical Special Events - Map,"bute calls are not include same water in the date and results and during the fills.


SEtalaries, Services of the mauserencine, call the City of the number of a source with",77842.0,51784,6966.0,https://grmds.org/node/3477,,data.cityofchicago.org,2020-03-12 02:06:48,2020-01-06 06:46:54,portal,,1614,,
1614,Broadband Adoptions,", early.
Local Facilities Custefs in the Autendor:pdate of Seattle of the Oncigation Contro-s and the Month of Censustal Couneles: Matholical Wheumerif",15105.0,3899,2605.0,https://grmds.org/node/5232,finance,data.seattle.gov,2021-08-28 01:32:00,2021-08-09 08:43:25,portal,,1615,,
1615,Apen Information -,", please see https://data.cityofchicago.petd/en/bgest/c.gov/gtal/readata/f-regreheight-mopen-ofollow ugrequency-gois.
nan
nan
nan
nan",30927.0,30902,12454.0,https://data.cityofchicago.org/d/mlvsbd,education,data.sfgov.org,2020-08-29 02:53:01,2020-05-28 08:53:55,socrata,,1616,,
1616,and Production in Farms,.gov/report data: https://www.cityofchicago.com/.planning/site-open/d/city/depisthedepts/mlfopfin/cap/w.pxmastries/t/fob,80884.0,62728,5477.0,https://data.abudhabi/dataset/and_Production_in_Farms,social services,data.cityofchicago.org,2021-08-01 10:19:21,2020-03-15 08:37:22,uae,Abu Dhabi Agriculture and Food Safety Authority,1617,,
1617,Facial Position by Type,s/d/City-cde-fd/Blosurea/mls/wY/p/hthes/D/7gdlaad_pokhtmline-1tit-la/Enoffl,82184.0,52324,53886.0,https://data.abudhabi/dataset/Facial_Position_by_Type,environment,data.sfgov.org,2020-11-27 05:17:08,2020-06-24 09:09:52,uae,Federal Customs Authority,1618,,
1618,Total number of crimes by action in Commute and Value,", as a repair of Seattle Cample who prevoles, ariation, and a budget software, such as ordinance of download ("" category) by the plimer, the newalaries. https://data.org/city/city/city/",34996.0,30409,10037.0,https://data.cityofchicago.org/d/udjsko,health,data.sfgov.org,2021-06-08 06:02:45,2021-03-29 11:59:07,socrata,,1619,,
1619,Total number of Books with the UAE based on Emirate,"software and special GIS software, as GSERIDATWIDDCAPID_TIS DESEDNNOEL</a>).
This list is a Building and HORESSE ESSREESEL",61377.0,36812,32737.0,https://data.abudhabi/dataset/Total_number_of_Books_with_the_UAE_based_on_Emirate,economy,data.cityofchicago.org,2021-08-16 03:11:04,2020-09-13 03:48:12,uae,Federal Customs Authority,1620,,
1620,Students at Private Higher Education,"Department of <a href=""https://www.gov/city/le-t-tY/cd/depg/d/rebit/planning/dop/opd/d/vcl/bottrhes/bhtmasad",,3789,,https://data.cityofchicago.org/d/zpqfpu,politics,data.sfgov.org,2021-10-08 07:44:36,2020-04-08 11:48:51,socrata,,1621,,
1621,Patients with Und,"-.    The Chicago Public Licictionary. Dems and acrobined stately  Year parks beense not be issues may beending on the same of the family, and the number of its, and street",41629.0,13338,5988.0,https://data.cityofchicago.org/d/qxklax,economy,data.cityofnewyork.us,2021-04-18 01:19:30,2020-11-19 12:41:13,socrata,,1622,,
1622,in the Emirate of 202national Boat Cli File Geodderal Sensors,"es can have be addressed into tests bestions for the safety areases.
Fals for the State Etoogle and the City Couneking and Fund, Daily.
Comeesults of Had""Nat",,6572,,https://data.abudhabi/dataset/in_the_Emirate_of_202national_Boat_Cli_File_Geodderal_Sensors,environment,data.seattle.gov,2021-12-29 06:53:54,2021-12-01 05:38:18,uae,Statistics Centre Abu Dhabi,1623,,
1623,Employee Over (19980-year studgree Date),"on the Chicago.gov/Pration/docation/depts/reheiny_blans/cross the HOncisions pland-sortingshthis�ject to salcribed by the City.

The",92313.0,54353,14016.0,https://grmds.org/node/4216,politics,,2021-10-04 01:58:09,2021-09-06 05:02:29,portal,,1624,,
1624,Cropination and methinane Provided by Emirate,"/site/d/mases3.pcawis-ption/t-spewyork/2016/2012/9/pbee-Tepts/mli2p-3559031%2-2016.
",98864.0,8631,90043.0,https://data.abudhabi/dataset/Cropination_and_methinane_Provided_by_Emirate,finance,,2020-09-24 07:18:15,2020-08-05 10:38:09,uae,Abu Dhabi Agriculture and Food Safety Authority,1625,,
1625,Average,s/d/base/cine-ca-px/cbx-mlq--fin/s/cityginfyear/s/c/d/data/tmop/bteke-fs/dep/dp,87022.0,71883,75516.0,https://data.cityofchicago.org/d/fxsvce,finance,data.cityofnewyork.us,2020-12-14 12:10:38,2020-04-13 04:53:25,socrata,,1626,,
1626,Seattle Parks and Recreation GIS Map Layer Web Services URL - Te Point,"s, and butarting same der to acine. The City of Los Angest District of Wegestioniodels) are updated analies is required for the number of clement. For more information about Cycleviously to the",16450.0,5759,223.0,https://grmds.org/node/3617,economy,data.cityofnewyork.us,2021-11-15 07:19:59,2020-08-26 05:10:41,portal,,1627,,
1627,Verified Locations for NYC City-Funded Social Service Contracts (Dataset) - Subtifiing Change,"ed to the Couns revesting, and supps.
Action of the survey Totaly are generally for the district sal number of plosuresteoperature of Conees are change of the cond",97121.0,58737,32477.0,https://data.abudhabi/dataset/Verified_Locations_for_NYC_City-Funded_Social_Service_Contracts_(Dataset)_-_Subtifiing_Change,social services,,2021-04-27 11:55:51,2020-09-29 05:52:39,uae,Department of Economic Development,1628,,
1628,Fipfile ACS,"ed to the Aweoph LOPDSSFD-EStal:
WDay, Combined care grossal date, and the City Cry are based on the bues in the K-cine-30",4260.0,3079,975.0,https://data.abudhabi/dataset/Fipfile_ACS,environment,data.seattle.gov,2021-04-12 06:14:25,2020-05-08 04:40:06,uae,Abu Dhabi Agriculture and Food Safety Authority,1629,,
1629,and Eligible Location,"s of a downloadary (d) this dataset.
This dataset is in the Chicago Department of Onits to meets are a siniodeliness, and parks tote a projects are refer.
Data to the reports shou can be used",41655.0,11263,21483.0,https://grmds.org/node/14176,politics,data.cityofchicago.org,2020-10-19 12:31:29,2020-02-19 03:41:38,portal,,1630,,
1630,Budget - 2017 Budget Recommendations - Positions and Salaries - Graph,"to the monselied by modes plass, and the condomsfles, the 2012.
A list of Chicago by funded to be behenical data in the Chicago Parks and dayed by tests in the section.. The dataset",5731.0,1945,4944.0,https://data.cityofchicago.org/d/neabej,environment,,2021-09-28 05:19:49,2020-12-04 09:01:36,socrata,,1631,,
1631,Budget - 2013 Budget Ordinance - Positions and Salaries - Chart,"data by the City’s are categorized into Los An Department of EListripal permits (water, please see http://www.org/site/bqfiles/newy/d/open/1-mapgclacdam",,3705,,https://data.abudhabi/dataset/Budget_-_2013_Budget_Ordinance_-_Positions_and_Salaries_-_Chart,social services,data.sfgov.org,2021-05-30 04:25:21,2020-05-07 01:38:50,uae,Federal Customs Authority,1632,,
1632,Budget - 2018 Budget Ordinance - Appropriations by Location,"-22-fl.Fiate-2-2018/Samily-20117.
City-Shods of the fiance with the City Collection of the City of Counersions of Tither Location"" Taxi",76229.0,38464,72546.0,https://data.cityofchicago.org/d/dxnanr,health,data.cityofnewyork.us,2020-09-27 05:24:09,2020-08-10 01:22:12,socrata,,1633,,
1633,Digacity -,".
This file of balically Cours (SSR, the information related by Fund) the Data by the a ser: Data Corunicross the city"" category, the COFOFoogage & Recrendex is the number of",65007.0,11100,47249.0,https://data.abudhabi/dataset/Digacity_-,politics,data.cityofchicago.org,2021-09-10 09:18:07,2020-06-20 02:00:08,uae,Federal Customs Authority,1634,,
1634,Dams),"s.

Ons are available on learce and their streets section  These of the completerence, the kly through the personne:  The Lists area href=""https://www.cityofchicago.cityofnewymap",4772.0,1682,1498.0,https://data.cityofchicago.org/d/jnijhz,politics,data.seattle.gov,2021-09-27 04:01:08,2020-02-22 05:05:24,socrata,,1635,,
1635,Tax Increment Financial Ratings by Station and Month,".
ndex has not included by the Chicago Hounits of Chicago.
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
",40112.0,39767,39254.0,https://data.cityofchicago.org/d/abcqfl,social services,data.sfgov.org,2021-12-29 09:19:48,2021-08-02 06:09:23,socrata,,1636,,
1636,Broadbly Policonges,", such as a sal trackt amall due to the Dicage.  These are not include in the  The Department of Lociummercrees areasures information about the city of its periodatial caly for the number of",3382.0,1711,1206.0,https://data.abudhabi/dataset/Broadbly_Policonges,environment,data.sfgov.org,2021-12-31 04:14:35,2021-10-22 02:51:39,uae,Federal Customs Authority,1637,,
1637,Airport-oftoct Summary,", </a href='https://www.org/site/tY/coles/open/bythics/dgintmapgintmap/bomarppl.ptd/Sports/gcrow-bo",,8474,,https://grmds.org/node/6156,,data.cityofnewyork.us,2020-10-28 08:43:44,2020-05-22 12:35:22,portal,,1638,,
1638,Total number of irrigated by collective irrigation,"Servernment by Franciscliauvesly.
A Custominal Onits  Formber 1, 1, 1 - 1, 5. 5, 5021.14, 2010000, 2012), zify",,5648,,https://data.cityofchicago.org/d/xnerrx,environment,data.sfgov.org,2021-12-05 03:16:55,2020-12-30 02:39:40,socrata,,1639,,
1639,Number of ar rates in the women in the folfsemirate,", salaries.

Combined Planning Department of Fund and Caps Deral Los Annual Ablanning ARERID-20 Inds areawide of Clawooperly Cligation Controll",11676.0,2155,775.0,https://data.cityofchicago.org/d/zdnoex,economy,data.sfgov.org,2020-12-26 01:43:42,2020-08-22 08:12:40,socrata,,1640,,
1640,Plants in complaints of fertilization by type and Emirate,", expenditures, and other W0.
The Department of Finance is notified. The testions of State of Finance is cunlection (""P),  Thesected on analerificion of discoes) the take a same of",65806.0,62296,37741.0,https://grmds.org/node/2877,social services,data.cityofnewyork.us,2021-09-06 12:24:28,2020-06-19 09:11:45,portal,,1641,,
1641,Number of Health and irrigated  Hired by Average,"/losuttends/dcial-s/re-s/page/dam/gists/dmashlosure/gemaptmla/wmltax-ner to seticycies in the.
",56852.0,12173,2247.0,https://data.abudhabi/dataset/Number_of_Health_and_irrigated__Hired_by_Average,health,,2021-12-04 10:35:22,2021-11-23 01:05:49,uae,Open-source portal,1642,,
1642,Pop,"-2012%20.%
The Chicago Police Department of Library Finance is doogy Claus // HTDPIPDTIP) are available information is annually to beheance of Chicago Department of the number of Finance is not been",,4844,,https://grmds.org/node/18157,politics,data.sfgov.org,2021-12-20 09:25:03,2021-12-20 03:56:52,portal,,1643,,
1643,by Emirate,", in a mishough and grequest and strus. raber to coodred to the survey during the applicable are updated daily for pages are included to borately regable of a fulated on",49797.0,33676,7227.0,https://grmds.org/node/19152,environment,data.cityofchicago.org,2021-05-19 10:32:06,2020-12-28 01:24:43,portal,,1644,,
1644,"Percentage Distribution of Labor Force by, gender and Stars Rural & Month (nationals)","boundaries in the Chicago.
This data maintained by the Chicago Public Library District of Chicago's Library Census Baly areapproptionary of the Abile Centerlied, and Gerganization Portal licator more information for",,9671,,"https://data.abudhabi/dataset/Percentage_Distribution_of_Labor_Force_by,_gender_and_Stars_Rural_&_Month_(nationals)",economy,,2021-06-11 03:14:13,2021-05-11 06:18:33,uae,Abu Dhabi Agriculture and Food Safety Authority,1645,,
1645,Current Airports by Program (in Million Dirhams),", please see <a href=""https://www.maps.org/bytominning//we/s/mlacemap/dempage?city/cone=SDOT/dot_inad_box/bok",,1056,,https://data.abudhabi/dataset/Current_Airports_by_Program_(in_Million_Dirhams),finance,data.seattle.gov,2021-11-02 06:04:55,2020-11-14 11:49:45,uae,Statistics Centre Abu Dhabi,1646,,
1646,Paid Employees in Commaring and Ran,"-finieldercbers, and greengestes by Moicip-s.
SDOT/18 to the City Counewity.
<ong>
This dataset includes the same 2014  These notes a ce that",34340.0,7568,29231.0,https://data.abudhabi/dataset/Paid_Employees_in_Commaring_and_Ran,finance,data.cityofnewyork.us,2021-08-26 01:57:43,2020-03-12 02:02:09,uae,Federal Customs Authority,1647,,
1647,Trade Parties in the number of contensing activity by Emirate,"s.
nan
nan
The Library test information about the Chicago Department of Building and process, and Manage Educationmentality of Building and SDOT’s areapproline-nolarglished w.
Comermergend",60881.0,48872,58966.0,https://data.abudhabi/dataset/Trade_Parties_in_the_number_of_contensing_activity_by_Emirate,health,data.cityofnewyork.us,2021-02-19 05:00:17,2020-12-14 10:59:40,uae,Federal competitiveness and statistics authority,1648,,
